"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSG00000107874","ENSG00000107874","79004","CUEDC2","chr10",-0.157438813242542,3.77223690364379,-3.70646571216298,0.000268414616839838,0.00179403895100446,-0.222653702466564
"ENSG00000111181","ENSG00000111181","6539","SLC6A12","chr12",-0.37480332793744,1.82726165791804,-3.60681939719277,0.000386766152146658,0.00241512337121784,-0.223094421086527
"ENSG00000163596","ENSG00000163596","130026","ICA1L","chr2",0.279619180829138,1.92609313207963,3.60255094190118,0.000392798368956624,0.00244070049501116,-0.227432655934606
"ENSG00000013288","ENSG00000013288","23324","MAN2B2","chr4",-0.136752830298889,5.42866792300256,-3.73190040099357,0.000244219895117814,0.00166489323066406,-0.23103378960714
"ENSG00000150753","ENSG00000150753","22948","CCT5","chr5",-0.158326798818306,6.81055179623095,-3.72746711714423,0.000248283155992451,0.00168796250956267,-0.231142400552836
"ENSG00000107833","ENSG00000107833","10360","NPM3","chr10",-0.182672055663425,2.21796149000969,-3.62634719996658,0.000360264433392959,0.00228115262245484,-0.233271221386022
"ENSG00000108387","ENSG00000108387","5414","SEPTIN4","chr17",0.507552107590919,0.576174546315193,3.54632430789349,0.000480986194014796,0.00286461128985874,-0.233321500427246
"ENSG00000174791","ENSG00000174791","9610","RIN1","chr11",-0.260705670491073,1.80885499316833,-3.60493618982312,0.000389416689494944,0.00242704923880658,-0.23409880796563
"ENSG00000183530","ENSG00000183530","253143","PRR14L","chr22",-0.101651268175035,7.1837318172863,-3.72350767204376,0.000251966034247265,0.00170672806763767,-0.235580738643919
"ENSG00000187116","ENSG00000187116","353514","LILRA5","chr19",-0.300017101958361,7.76375933192295,-3.71750756695361,0.000257645510564623,0.00174159861112455,-0.235635164495964
"ENSG00000011260","ENSG00000011260","51096","UTP18","chr17",-0.16549700665237,4.88591488731219,-3.72667121582231,0.0002490193557843,0.00169201487623889,-0.237424301836045
"ENSG00000110696","ENSG00000110696","10944","C11orf58","chr11",-0.165705808719603,6.94625840341315,-3.72319163542609,0.000252262208632858,0.00170785163664818,-0.242249066172451
"ENSG00000166225","ENSG00000166225","10818","FRS2","chr12",0.123118008163005,5.32690866012471,3.72813569860919,0.000247666315020071,0.00168631812517822,-0.243129989556157
"ENSG00000121933","ENSG00000121933","57413","TMIGD3",NA,0.597083873420256,0.328056843409971,3.54030409719812,0.000491459362560193,0.00292134143540882,-0.244088655217784
"ENSG00000172586","ENSG00000172586","118487","CHCHD1","chr10",-0.182639991554653,3.55104092549468,-3.69158780785204,0.000283598290227166,0.00187923295753664,-0.244441949798051
"ENSG00000179119","ENSG00000179119","144108","SPTY2D1","chr11",0.100615807613141,5.58820529253021,3.72745519088447,0.000248294172460275,0.00168796250956267,-0.248207694963667
"ENSG00000120800","ENSG00000120800","27340","UTP20","chr12",0.133190398192112,5.04176955085888,3.72482691322838,0.000250733247847839,0.00170101484448324,-0.248231451974236
"ENSG00000177885","ENSG00000177885","2885","GRB2","chr17",-0.171526987918738,8.2248841948143,-3.70762542567296,0.000267263888948874,0.00178999887197389,-0.251170846189062
"ENSG00000127220","ENSG00000127220","79575","ABHD8","chr19",-0.196474687417819,2.05148058488354,-3.61271345583567,0.000378579816810752,0.00237373193338369,-0.252442936067617
"ENSG00000151150","ENSG00000151150","288","ANK3","chr10",0.232616047648558,5.71484216169441,3.72627586634696,0.000249385815661326,0.00169274981143086,-0.252899719718022
"ENSG00000197381","ENSG00000197381","104","ADARB1","chr21",0.186344930404268,4.41102031692405,3.71221566455862,0.000262754755537304,0.00176883748373264,-0.258340435891758
"ENSG00000147862","ENSG00000147862","4781","NFIB","chr9",0.724526119168432,0.468872914533695,3.53607486153287,0.000498944493845358,0.00295377844662651,-0.258674685136302
"ENSG00000147443","ENSG00000147443","9046","DOK2","chr8",-0.19746228893393,5.67569129693493,-3.72401879553036,0.000251487728792816,0.00170436900790457,-0.25975434234271
"ENSG00000072571","ENSG00000072571","3161","HMMR","chr5",0.552442914584233,1.00757075216348,3.54501169986816,0.000483251665475128,0.00287516095296528,-0.264266917787573
"ENSG00000107863","ENSG00000107863","57584","ARHGAP21","chr10",0.154431592623973,4.46191247887161,3.7110812292922,0.000263862415979366,0.00177412753770162,-0.264570291142755
"ENSG00000066027","ENSG00000066027","5525","PPP2R5A","chr1",-0.184328620855909,7.27669136532365,-3.71399278388552,0.000261028401054889,0.001760085316776,-0.264611615347129
"ENSG00000087301","ENSG00000087301","57544","TXNDC16","chr14",0.213409424150548,5.02866048341104,3.71714801095748,0.00025798966378692,0.00174212803877133,-0.273933088342323
"ENSG00000163472","ENSG00000163472","84283","TMEM79","chr1",-0.169658938033792,2.0794932360084,-3.60409112081868,0.000390611637777673,0.00243218372273252,-0.275137807124825
"ENSG00000172005","ENSG00000172005","4118","MAL","chr2",-0.236198467337269,3.97724195518898,-3.69718509281922,0.000277793263697279,0.0018482417803453,-0.279296105386847
"ENSG00000134470","ENSG00000134470","3601","IL15RA","chr10",-0.187003770266645,3.04037735313325,-3.65750835330288,0.000321487817884254,0.00207675743174417,-0.284721780671476
"ENSG00000157014","ENSG00000157014","9797","TATDN2","chr3",-0.14343725546115,4.19751512863731,-3.69998447202224,0.000274932230182418,0.00183199630960902,-0.285927456753004
"ENSG00000164088","ENSG00000164088","132160","PPM1M","chr3",-0.152024567505551,6.54688806242917,-3.71334705504274,0.000261654441652125,0.00176324152531332,-0.2870590091607
"ENSG00000013275","ENSG00000013275","5704","PSMC4","chr19",-0.158838416862447,4.88930800714157,-3.71040738226347,0.000264522444489207,0.00177550474144868,-0.293584371908594
"ENSG00000125944","ENSG00000125944","10236","HNRNPR","chr1",-0.16087224136347,7.19011931526386,-3.70557841655503,0.000269298194082974,0.00179719522904559,-0.29457022459589
"ENSG00000231105","ENSG00000231105","100506801","ECE1-AS1","chr1",0.3415386918338,0.460141036867671,3.52548556507066,0.000518158240140679,0.00304208735560438,-0.299409701898678
"ENSG00000104859","ENSG00000104859","11129","CLASRP","chr19",-0.184511916339736,3.82622625525606,-3.68352936364975,0.000292157151076908,0.00192330677004773,-0.301574571574875
"ENSG00000010072","ENSG00000010072","83932","SPRTN","chr1",-0.112089259482795,4.83774100670526,-3.70729664589852,0.000267589647398712,0.00179126532607504,-0.301913144208013
"ENSG00000196189","ENSG00000196189","64218","SEMA4A","chr1",-0.254106860818291,6.30060182732116,-3.70959397039511,0.000265321252279624,0.00177880596093556,-0.305126759061231
"ENSG00000213918","ENSG00000213918","1773","DNASE1","chr16",-0.130449577295704,6.08870071019809,-3.70967489166925,0.000265241681977315,0.00177880596093556,-0.307483346066038
"ENSG00000118640","ENSG00000118640","8673","VAMP8","chr2",-0.246385594791435,3.82689840799116,-3.68291556400391,0.000292818956617121,0.00192638503709674,-0.310804586659571
"ENSG00000142731","ENSG00000142731","10733","PLK4","chr4",0.28101385141001,1.87244672427746,3.57547743628511,0.000433169107702727,0.00264194857825018,-0.316715400612686
"ENSG00000250608","ENSG00000250608","339874","LOC339874","chr3",0.34135822737762,2.11813061846483,3.58166716219969,0.000423609217899206,0.0025945074855163,-0.31874697520831
"ENSG00000215483","ENSG00000215483","400123","LINC00548","chr13",0.425931140686096,1.74798688130789,3.55851602662766,0.000460415562578389,0.00276863197994065,-0.320322763740194
"ENSG00000131669","ENSG00000131669","4814","NINJ1","chr9",-0.213003682777499,6.09246621343721,-3.70499839521716,0.000269877268039067,0.00180014318177509,-0.323230190854725
"ENSG00000183666","ENSG00000183666","728411","GUSBP1","chr5",0.201792694945645,2.91512189600687,3.63603484694871,0.000347760859681849,0.00221874170581532,-0.324520138969076
"ENSG00000162385","ENSG00000162385","4116","MAGOH","chr1",-0.225353884382352,3.08475799180783,-3.64408017924298,0.000337688859697997,0.00216434615357538,-0.327500246942708
"ENSG00000213339","ENSG00000213339","81890","QTRT1","chr19",0.184283627259199,2.67525021265989,3.62288577830977,0.000364833758348335,0.00230451858827549,-0.327918448462302
"ENSG00000147174","ENSG00000147174","93953","GCNA","chrX",0.164629272729459,3.35870638566047,3.65240640854561,0.000327555026782557,0.00211074913276252,-0.329816273754807
"ENSG00000196998","ENSG00000196998","11152","WDR45","chrX",-0.256340900194084,6.98141010724179,-3.69746509613537,0.000277505833776188,0.00184726712204393,-0.33109490807402
"ENSG00000150760","ENSG00000150760","1793","DOCK1","chr10",0.484575678919231,0.629157295350994,3.5164665743096,0.000535068231027233,0.00312756645219683,-0.332621504369183
"ENSG00000162817","ENSG00000162817","79762","C1orf115","chr1",0.333375966052407,1.19980209139847,3.53635123348999,0.000498452104905367,0.00295342563882823,-0.334947667587299
"ENSG00000138161","ENSG00000138161","50624","CUZD1","chr10",0.259341539375903,1.77584028599366,3.56705423713774,0.000446504712461205,0.00270440723947737,-0.33642320953693
"ENSG00000065268","ENSG00000065268","57418","WDR18","chr19",-0.210983823256731,2.78005942850249,-3.62965209800792,0.000355952068669343,0.00225930448622231,-0.337361490823584
"ENSG00000196586","ENSG00000196586","4646","MYO6","chr6",0.310752382157823,2.87388768684504,3.62726841060413,0.000359057480446651,0.00227570908907846,-0.345348622017766
"ENSG00000138758","ENSG00000138758","55752","SEPTIN11","chr4",0.13106814722707,4.97906423051283,3.69548905000896,0.000279540305238374,0.00185703739521509,-0.347137801589827
"ENSG00000168118","ENSG00000168118","5867","RAB4A","chr1",-0.125681898970122,4.61073851190579,-3.69072868653447,0.000284499366697425,0.0018828448862411,-0.348591172483933
"ENSG00000111879","ENSG00000111879","79632","FAM184A","chr6",0.269621521605402,1.96811423288527,3.57367585823848,0.000435989489322139,0.002655443418469,-0.348610835776459
"ENSG00000138593","ENSG00000138593","9728","SECISBP2L","chr15",0.104438742244222,6.32123767755282,3.69661477498528,0.000278379577404554,0.00185026426016303,-0.350302169598521
"ENSG00000144395","ENSG00000144395","284992","CCDC150","chr2",0.55295295474411,0.278456905497242,3.50549078383435,0.000556345667439168,0.0032157240354992,-0.350718961222082
"ENSG00000164040","ENSG00000164040","10424","PGRMC2","chr4",-0.135778438984659,4.13115682375743,-3.67984691943557,0.000296148865590658,0.00194397832398048,-0.351281656422574
"ENSG00000132963","ENSG00000132963","51371","POMP","chr13",-0.176103529182703,4.90287055145854,-3.69337650116543,0.000281730879046803,0.0018696944970463,-0.352344886122967
"ENSG00000139631","ENSG00000139631","51380","CSAD","chr12",-0.203123995674513,4.57870583846647,-3.68745896938721,0.000287953526153667,0.0019004062775912,-0.353410215334232
"ENSG00000124508","ENSG00000124508","10385","BTN2A2","chr6",0.142217288759111,4.37701841320836,3.68282317083751,0.000292918698324086,0.00192638503709674,-0.357301656294111
"ENSG00000142544","ENSG00000142544","90353","CTU1","chr19",-0.223314927395757,1.80257869175527,-3.56385592554519,0.000451668621473068,0.00272937787996657,-0.36265171357397
"ENSG00000136630","ENSG00000136630","3142","HLX","chr1",-0.198096857169321,4.75485938367583,-3.68677179636288,0.000288684476234762,0.00190427147962206,-0.365630841073606
"ENSG00000177125","ENSG00000177125","403341","ZBTB34","chr9",-0.156585290041046,7.54292940533436,-3.68202747602371,0.000293779006683982,0.00193107394212987,-0.366905960164462
"ENSG00000023228","ENSG00000023228","4719","NDUFS1","chr2",-0.0732520172863439,6.40072642449173,-3.69065733105804,0.000284574328194371,0.0018828448862411,-0.368605157380093
"ENSG00000171612","ENSG00000171612","84275","SLC25A33","chr1",-0.194760843907607,1.54927406823747,-3.54629226073637,0.000481041386204248,0.00286461128985874,-0.373366292219729
"ENSG00000167461","ENSG00000167461","4218","RAB8A","chr19",-0.133943957666238,5.84965015246159,-3.6909295272935,0.000284288476261663,0.0018828448862411,-0.374418671758584
"ENSG00000135624","ENSG00000135624","10574","CCT7","chr2",-0.152600689459875,5.87343424490919,-3.68973176398365,0.000285548359981377,0.0018881931142028,-0.378009301831459
"ENSG00000163565","ENSG00000163565","3428","IFI16","chr1",-0.196167992756748,7.96420027485567,-3.67383101357651,0.000302780882946183,0.00198229222416365,-0.379317999821484
"ENSG00000197756","ENSG00000197756","6168","RPL37A","chr2",-0.212724157088162,8.54981714425064,-3.6644000526173,0.000313460293575788,0.00203392280589003,-0.382967522500081
"ENSG00000137337","ENSG00000137337","9656","MDC1","chr6",0.207007426099982,3.27006726861668,3.63375755327913,0.000350662801083783,0.00223438859202973,-0.383062381927068
"ENSG00000085871","ENSG00000085871","4258","MGST2","chr4",-0.202300434468554,2.52779245174669,-3.59598343186721,0.000402252794021069,0.00249282618025256,-0.387948542114544
"ENSG00000128011","ENSG00000128011","57622","LRFN1","chr19",-0.293251385650669,2.33964023861057,-3.58326346721131,0.000421176141157657,0.00258201856040852,-0.38892085510491
"ENSG00000137842","ENSG00000137842","80021","TMEM62","chr15",0.119385985914085,4.39358360826114,3.67322384874682,0.000303457956306317,0.00198474223218907,-0.393361312769058
"ENSG00000103707","ENSG00000103707","123263","MTFMT","chr15",-0.125231502118851,3.91137421588248,-3.65885503681174,0.0003199041093422,0.00206754593744981,-0.395217691569546
"ENSG00000173068","ENSG00000173068","54796","BNC2","chr9",0.574676059761767,1.76197975885775,3.53163917777676,0.00050690993825421,0.00299147616420438,-0.400929702465691
"ENSG00000119421","ENSG00000119421","4702","NDUFA8","chr9",-0.192203492692781,2.95520034860803,-3.62003326934587,0.000368640233497999,0.00232296516368186,-0.402069024073739
"ENSG00000164039","ENSG00000164039","56898","BDH2","chr4",0.281977888221547,2.2847716562312,3.57517899051596,0.000433635137877093,0.00264356081495584,-0.402634782406388
"ENSG00000096060","ENSG00000096060","2289","FKBP5","chr6",0.34530051837367,7.60578523552092,3.67282077793259,0.000303908224730001,0.00198570543446467,-0.404230089868898
"ENSG00000178202","ENSG00000178202","143888","POGLUT3","chr11",0.212330282354141,2.96041733568506,3.61314813958384,0.000377982582283837,0.00237270962930759,-0.407077528852739
"ENSG00000009307","ENSG00000009307","7812","CSDE1","chr1",-0.175909495726869,9.39584748744609,-3.64625010716055,0.000335019752382782,0.00215039367996137,-0.408629463041647
"ENSG00000198218","ENSG00000198218","54870","QRICH1","chr3",-0.0971484235653686,5.79741298990537,-3.67981184675706,0.000296187130006029,0.00194397832398048,-0.412921269015857
"ENSG00000186197","ENSG00000186197","128178","EDARADD","chr1",0.40830911210696,0.189536427882138,3.48494464041423,0.000598325398856512,0.00340819252621134,-0.414773506795403
"ENSG00000149292","ENSG00000149292","54970","TTC12","chr11",0.180884312367574,3.85383523639807,3.64941717414658,0.000331159779590044,0.00212874508635935,-0.419167451460376
"ENSG00000196182","ENSG00000196182","83931","STK40","chr1",-0.202920399765756,5.95535480739463,-3.6761665840961,0.000300189654510355,0.00196630974596063,-0.424434194627496
"ENSG00000204356","ENSG00000204356","7936","NELFE","chr6",-0.134241092493702,4.89644917532733,-3.67024950417952,0.000306795445220735,0.00200157685440924,-0.431693797043122
"ENSG00000137198","ENSG00000137198","2766","GMPR","chr6",-0.467166156792022,6.93440724010202,-3.66797204262016,0.000309374334003063,0.00201471372167613,-0.433042083394241
"ENSG00000105329","ENSG00000105329","7040","TGFB1","chr19",-0.197062478250592,5.3777235853604,-3.67308149248376,0.000303616909877224,0.00198479144027969,-0.433419645797364
"ENSG00000198176","ENSG00000198176","7027","TFDP1","chr13",-0.347017325864334,6.52180541640051,-3.6708459117239,0.000306123458848201,0.00199818733820885,-0.434157504790512
"ENSG00000225791","ENSG00000225791","401264","TRAM2-AS1","chr6",0.212686762918288,1.13832473273623,3.50372305376378,0.00055984587791966,0.0032310094695749,-0.436217328842927
"ENSG00000108506","ENSG00000108506","57508","INTS2","chr17",0.125159337179395,4.60058919851963,3.66385968687203,0.00031408282480167,0.00203695377767218,-0.438284543653348
"ENSG00000104154","ENSG00000104154","7782","SLC30A4","chr15",0.17469808100001,3.29674367042917,3.62086615779833,0.00036752495401591,0.00231705126132108,-0.44038657981983
"ENSG00000183091","ENSG00000183091","4703","NEB","chr2",0.30837620070398,3.23457937049971,3.61023290659528,0.000382005005361289,0.00239195951241089,-0.440942448850064
"ENSG00000140368","ENSG00000140368","9051","PSTPIP1","chr15",-0.171173381815826,6.99455182729569,-3.66522412600862,0.000312513154907658,0.00203079321833152,-0.441880923938927
"ENSG00000092067","ENSG00000092067","1053","CEBPE","chr14",-0.383703079827537,2.95908361103538,-3.60652778110755,0.000387175475824663,0.0024165280769685,-0.442711017410918
"ENSG00000101363","ENSG00000101363","63905","MANBAL","chr20",-0.130022080876343,3.37963710408311,-3.62515747003526,0.000361828849304477,0.00228884687636765,-0.44329416956707
"ENSG00000198590","ENSG00000198590","339883","C3orf35","chr3",0.255822328509649,1.49580571439417,3.5154504630552,0.000537005496069019,0.00313101914456256,-0.444543517365918
"ENSG00000105321","ENSG00000105321","26093","CCDC9","chr19",-0.176370105261636,3.43099885947208,-3.62419165668513,0.00036310353197171,0.00229580221589638,-0.446480968322224
"ENSG00000077514","ENSG00000077514","10714","POLD3","chr11",0.11671510708868,4.65396622258993,3.66054893491684,0.000317922516337158,0.0020587996154304,-0.450512706900972
"ENSG00000134440","ENSG00000134440","4677","NARS1","chr18",-0.186484838230305,6.58210341782913,-3.66523074308641,0.000312505560581998,0.00203079321833152,-0.450648543016825
"ENSG00000088986","ENSG00000088986","8655","DYNLL1","chr12",-0.187418233650878,5.44950607212495,-3.66792846812242,0.000309423874397959,0.00201471372167613,-0.452527079858836
"ENSG00000197165","ENSG00000197165","6799","SULT1A2","chr16",-0.495492540927364,-0.127621284884657,-3.47130142785731,0.000627822298075577,0.00354601713551176,-0.453541933851664
"ENSG00000069399","ENSG00000069399","602","BCL3","chr19",-0.247272635345275,3.97741604660774,-3.64258430849578,0.000339540500324612,0.00217469316848522,-0.455669657682828
"ENSG00000102241","ENSG00000102241","27336","HTATSF1","chrX",-0.207383763034723,4.69578077604183,-3.66002624239357,0.000318532746154554,0.00206173269325814,-0.459029443436227
"ENSG00000178035","ENSG00000178035","3615","IMPDH2","chr3",-0.182756877844091,5.06255735765392,-3.66331810357272,0.000314707928172627,0.00203999842460862,-0.4621214042355
"ENSG00000112290","ENSG00000112290","8936","WASF1","chr6",0.355006647360404,0.309800732902075,3.47020250861636,0.000630256537900676,0.00355302040527491,-0.462742901018605
"ENSG00000138002","ENSG00000138002","26160","IFT172","chr2",0.210924878352476,3.11769130750533,3.60063199653681,0.000395538987843628,0.00245470147427388,-0.465703780006291
"ENSG00000198189","ENSG00000198189","51170","HSD17B11","chr4",-0.19068758045791,8.1274524480735,-3.64418041095041,0.000337565130153258,0.00216434615357538,-0.472697421740708
"ENSG00000101220","ENSG00000101220","54976","C20orf27","chr20",-0.226605839260182,3.33946037375019,-3.61587820003053,0.000374251840824131,0.0023537998453368,-0.47461695618906
"ENSG00000228696","ENSG00000228696","100506084","ARL17B",NA,0.639556541143155,0.0451932362233859,3.46426398148198,0.0006435648202541,0.00361096065884867,-0.474900673510199
"ENSG00000189068","ENSG00000189068","284415","VSTM1","chr19",-0.409545507385859,2.73207716768191,-3.58130256916663,0.000424166779182455,0.00259670900268306,-0.476873126924554
"ENSG00000213160","ENSG00000213160","100526832","PHOSPHO2-KLHL23","chr2",0.351746523634561,0.424549242350234,3.46695520624718,0.000637501479160709,0.00358544320178798,-0.477684102620191
"ENSG00000147437","ENSG00000147437","2796","GNRH1","chr8",0.163770392797939,2.24251099517263,3.55308208324201,0.000469479782304494,0.00281108794274326,-0.479348355400118
"ENSG00000164332","ENSG00000164332","134510","UBLCP1","chr5",-0.163056202670847,5.43987379630786,-3.659891178322,0.000318690609347173,0.00206173633598884,-0.479928918885454
"ENSG00000129219","ENSG00000129219","5338","PLD2","chr17",0.20844269128842,3.19613851006135,3.60271600365866,0.000392563465901777,0.00244070049501116,-0.480525695947471
"ENSG00000168404","ENSG00000168404","197259","MLKL","chr16",-0.148182188411197,6.56985818711995,-3.65664450612682,0.000322507595505461,0.00208026921963094,-0.482450898700083
"ENSG00000103852","ENSG00000103852","64927","TTC23","chr15",0.405173048607705,0.299490680170576,3.46323189782827,0.000645904406747105,0.00361955821849514,-0.48401977348793
"ENSG00000104880","ENSG00000104880","23370","ARHGEF18","chr19",-0.186702922518782,3.1392447191308,-3.60344830363013,0.000391522906842352,0.00243554377787504,-0.487483726040701
"ENSG00000179295","ENSG00000179295","5781","PTPN11","chr12",-0.109502624551273,6.12550260931344,-3.65721996146614,0.000321827927991602,0.0020769532654504,-0.487578793633344
"ENSG00000050426","ENSG00000050426","25875","LETMD1","chr12",-0.102302769711639,5.39320907942746,-3.65721392023756,0.000321835056239397,0.0020769532654504,-0.488894634859273
"ENSG00000106692","ENSG00000106692","2218","FKTN","chr9",0.137740238736539,4.39115800480035,3.64550247543504,0.000335937119711237,0.00215522654334566,-0.488910792593074
"ENSG00000096384","ENSG00000096384","3326","HSP90AB1","chr6",-0.207109283705587,6.94510519844467,-3.65114021091224,0.000329077411177517,0.00211743624364444,-0.490247914417795
"ENSG00000197238","ENSG00000197238","8363","H4C11","chr6",0.388246453071908,4.26127165870687,3.6398659997853,0.000342929828136294,0.00219068936724425,-0.493432346775115
"ENSG00000241288","ENSG00000241288","101927056","LINC02614",NA,0.357570067815537,0.810287029400628,3.46937488572997,0.000632095657739979,0.0035605481097201,-0.494000800948379
"ENSG00000105404","ENSG00000105404","10567","RABAC1","chr19",-0.186422643982464,4.95188123887145,-3.65125094021002,0.000328944012668355,0.00211743624364444,-0.498725148369125
"ENSG00000163421","ENSG00000163421","60675","PROK2","chr3",-0.279274273350479,8.1095965129964,-3.63594995052661,0.000347868635496337,0.00221874170581532,-0.501523976255586
"ENSG00000114999","ENSG00000114999","150465","TTL","chr2",0.139342480446565,4.8920079114117,3.64834437018094,0.000332462578255531,0.00213607206529179,-0.503349544103223
"ENSG00000140025","ENSG00000140025","90141","EFCAB11","chr14",0.272437635730219,1.77397579996562,3.50823618394927,0.000550950283653811,0.00319244269135743,-0.505263707495534
"ENSG00000130772","ENSG00000130772","54797","MED18","chr1",-0.135470808196466,4.0886857302572,-3.63285787006613,0.000351815535385846,0.00223955620315798,-0.506602701136011
"ENSG00000226029","ENSG00000226029","107984921","LINC01772",NA,-0.197492524866626,3.07853197842994,-3.58947718519439,0.000411829822360925,0.00253664846789979,-0.507881623244073
"ENSG00000230002","ENSG00000230002","100874291","ALMS1-IT1",NA,0.211492025894027,1.98595650366487,3.52805840945945,0.00051342708452148,0.00302177314630581,-0.511027737037493
"ENSG00000116717","ENSG00000116717","1647","GADD45A","chr1",-0.29341344565816,3.36520213309596,-3.60006000054546,0.000396359381494082,0.00245862868586982,-0.511629631531602
"ENSG00000151693","ENSG00000151693","8853","ASAP2","chr2",0.311866102638178,2.65336171506814,3.55847213456795,0.000460488114463311,0.00276863197994065,-0.512749099950863
"ENSG00000131171","ENSG00000131171","6451","SH3BGRL","chrX",-0.195576493463504,7.86990734716982,-3.63492382628943,0.000349173788782472,0.00222598290348826,-0.513815918227002
"ENSG00000119042","ENSG00000119042","23314","SATB2","chr2",0.575905970599399,0.180406792468408,3.45128788785791,0.000673565652859298,0.00373294926512762,-0.513948024495883
"ENSG00000130382","ENSG00000130382","4298","MLLT1","chr19",-0.225623175406896,4.21979802639416,-3.63219318176669,0.000352669470085738,0.00224132897397812,-0.516731592456641
"ENSG00000119699","ENSG00000119699","7043","TGFB3","chr14",0.377111894079976,0.73545805211133,3.46025514738003,0.000652696977116726,0.00364612268510255,-0.517982569222246
"ENSG00000139579","ENSG00000139579","79035","NABP2","chr12",0.172050270214801,2.20614097151873,3.53623475654239,0.000498659566546645,0.00295342563882823,-0.518845553169415
"ENSG00000232586","ENSG00000232586","103344928","KIAA1614-AS1",NA,0.371303051846156,0.363472959599932,3.45198077944933,0.000671931141334766,0.00372862043584876,-0.520449729439927
"ENSG00000169129","ENSG00000169129","84632","AFAP1L2","chr10",0.310230980544232,1.45295369826172,3.48513613518221,0.000597920782326659,0.00340736856258935,-0.523278252001611
"ENSG00000134452","ENSG00000134452","84893","FBH1","chr10",-0.112027220061145,5.86576197011275,-3.64735586494233,0.000333667279846894,0.00214276189953613,-0.523941344269947
"ENSG00000181027","ENSG00000181027","79147","FKRP","chr19",-0.174476396210442,3.16060359664301,-3.5888441901865,0.000412772936390461,0.00254120003629393,-0.524999190808759
"ENSG00000112640","ENSG00000112640","5528","PPP2R5D","chr6",0.17071233053456,2.93243248220275,3.57300908229434,0.000437037701604288,0.00265935615363389,-0.527880346847577
"ENSG00000104980","ENSG00000104980","10469","TIMM44","chr19",-0.150450781504379,3.53995433562704,-3.60745692392168,0.000385872712849413,0.00241299315234602,-0.529253692185604
"ENSG00000096080","ENSG00000096080","55168","MRPS18A","chr6",-0.141023312084456,3.67245384143824,-3.61263423940369,0.00037868875201841,0.00237373193338369,-0.532350398857097
"ENSG00000115234","ENSG00000115234","9784","SNX17","chr2",-0.130306215526381,6.06102283677078,-3.64237448365027,0.000339800992527483,0.00217469316848522,-0.538738060831416
"ENSG00000113569","ENSG00000113569","9631","NUP155","chr5",0.100324450995233,5.43113219110918,3.64204452588881,0.000340211007584023,0.00217625460048989,-0.541462384804559
"ENSG00000116251","ENSG00000116251","6146","RPL22","chr1",-0.215330208810958,6.39343247773327,-3.63983473755201,0.000342968992262547,0.00219068936724425,-0.541977664324773
"ENSG00000090776","ENSG00000090776","1947","EFNB1","chrX",-0.208072139251859,1.76220046180793,-3.50339477529647,0.00056049815861045,0.0032320498745742,-0.547584509781586
"ENSG00000198937","ENSG00000198937","154467","CCDC167","chr6",0.274393245498395,1.79279058100156,3.50489151150544,0.000557529955848559,0.00321918287722778,-0.552156013306146
"ENSG00000162407","ENSG00000162407","8613","PLPP3","chr1",0.408271009857799,0.208155385286899,3.43883827248643,0.000703575762632781,0.00386171169213897,-0.552189300726975
"ENSG00000147403","ENSG00000147403","6134","RPL10","chrX",-0.197193676164974,7.96102853252094,-3.62208607686233,0.000365897154191833,0.00230901011073296,-0.553121994735636
"ENSG00000100092","ENSG00000100092","23616","SH3BP1","chr22",-0.172796213573393,4.5906985850185,-3.63037905882304,0.000355010046231231,0.00225441699416315,-0.553869527935246
"ENSG00000079432","ENSG00000079432","23152","CIC","chr19",-0.21229163056793,4.61126193878786,-3.62922575316637,0.000356505636631936,0.00226172283607686,-0.556011281102211
"ENSG00000149646","ENSG00000149646","140894","CNBD2","chr20",0.371235861578824,0.896007023804473,3.45014597407443,0.000676267520269828,0.00374159492958068,-0.556430438384776
"ENSG00000186575","ENSG00000186575","4771","NF2","chr22",-0.126966095026282,4.26366521989549,-3.62250022010844,0.000365346087099492,0.00230664314239549,-0.55687841164798
"ENSG00000200792","ENSG00000200792","677846","SNORA80A","chr21",-0.352615794873958,1.45709142347535,-3.48342241589896,0.000601550905611292,0.00342061940123523,-0.560762266480668
"ENSG00000151575","ENSG00000151575","374618","TEX9","chr15",0.348353868365422,1.83337281828957,3.49409393855106,0.000579277589654869,0.00331699054941301,-0.562638344380357
"ENSG00000159713","ENSG00000159713","51673","TPPP3","chr16",0.393858996015848,2.17191088880703,3.52377597553378,0.000521324569766755,0.00305678996703044,-0.563534587523813
"ENSG00000081052","ENSG00000081052","1286","COL4A4","chr2",0.388753354395239,2.06548162422593,3.51049357880594,0.000546550763619419,0.00316975259237156,-0.563950304521421
"ENSG00000198642","ENSG00000198642","55958","KLHL9","chr9",-0.182456095820061,6.45082466174123,-3.63210878718118,0.000352778032602187,0.00224132897397812,-0.566867099812532
"ENSG00000129595","ENSG00000129595","64097","EPB41L4A","chr5",0.379126168910797,2.28675786189055,3.51589380055505,0.000536159443822168,0.00312780002016544,-0.567215873423219
"ENSG00000109390","ENSG00000109390","4717","NDUFC1","chr4",-0.164095355952731,3.86360425625775,-3.60711539425734,0.000386351095674585,0.0024136815114427,-0.572962687936514
